Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.95,0.1012,13,0,0,4.9882,-2.2436,0,325.05,48.535,0.28,10000,40.84899334,-80.34523456,41.3438,11.336,0,12.4484,-3.5805,9.4312,-2.8258,-0.0143,-0.013,-0.9944,0.923,-0.1866,-0.6494,77.4375,0,40.0055,36.7,38.9,0,39.1384,0,0,0.3294,0.5431,0.4294,0,-0.3863,0,355.6432,0.902,0,-18.542,0.034,1,0,0,0,0.4265,0,0,0,0.0871,0,355.6742,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6378,0,0,0,-2.06,-1.9443,2.0858,17272.5469,0.7942,0,355999.9688,74.5,24,163,36,12,14.9,4.3311,1,0,0,0.2022,13,0,0,6.2678,47.3776,0,325.0503,48481.001,10000,40.849,-80.3452,13.3376
28,0.0776,13,0,0,8.1129,123.6651,0,325.0495,48.385,0.2825,10000,40.84899315,-80.34523464,41.3438,11.336,0,12.4438,-3.5645,9.4531,-2.8414,-0.0149,-0.0135,-0.9941,0.9282,-0.1962,-0.6516,77.4219,0,40.0005,36.7,38.9,0,39.1035,0,0,0.1882,0.4706,0.2471,0.0588,-0.2882,0,355.6647,0.5235,0.0118,-18.542,0.034,1,0,0,0,0.2794,0,0,0,0.2226,0,355.7817,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6409,0,0,0,-2.06,-1.95,2.0233,17220.4766,0.7443,0,355999.9688,74.5,24,163,36,12,14.9173,4.3173,1,0,0,0.2015,13,0,0,7.8457,130.3463,0,325.0451,48331.001,10000,40.849,-80.3452,13.3396
28.05,0.1122,13,0,0,7.3706,142.2239,0,325.0373,48.235,0.3075,10000,40.84899289,-80.34523466,41.3438,11.336,0,12.4484,-3.5672,9.4828,-2.8281,-0.0154,-0.0137,-0.9946,0.9251,-0.1984,-0.6326,77.3958,0,40.0045,36.7,38.8955,0,39.1359,0,0,0.0902,0.2255,-0.1941,0.549,-0.1902,0,356.2039,-0.1137,0.1098,-18.542,0.034,1,0,0,0,0.1324,0,0,0,0.3839,0,355.8893,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6311,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6441,0,0,0,-2.06,-1.95,1.8567,17268.0957,0.6943,0,355999.9688,74.5,24,163,36,12,14.9654,4.3654,1,0,0,0.2787,13,0,0,7.1033,148.905,0,325.0329,48181.001,10000,40.849,-80.3452,13.3421
28.1,0.1443,13,0,0,6.6454,159.5349,0,325.0266,48.09,0.33,10000,40.84899262,-80.34523469,41.3464,11.336,0,12.4453,-3.5754,9.4656,-2.8312,-0.0147,-0.0137,-0.9946,0.9242,-0.2244,-0.6366,77.375,0,40.0095,36.7,38.8905,0,39.1758,0,0,0,0,-0.5843,1,-0.1,0,356.6765,-0.6961,0.1882,-18.542,0.034,1,0,0,0,-0.0147,0,0,0,0.5935,0,355.6581,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6552,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6472,0,0,0,-2.06,-1.95,1.7542,17317.3594,0.6444,0,355999.9688,74.5,24,163,36,12,15,4.4133,1,0,0,0.3313,13,0,0,6.4399,161.7239,0,325.0272,48053.999,10000,40.849,-80.3452,13.3451
28.15,0.1549,13,0,0,6.0747,165.6156,0,325.0284,47.99,0.33,10000,40.84899237,-80.34523473,41.3594,11.336,0,12.4484,-3.5648,9.4594,-2.8281,-0.0148,-0.0142,-0.9941,0.937,-0.2143,-0.6207,77.375,0,40.0145,36.7,38.8855,0,39.2158,0,0,0,0,-0.3882,1,-0.1,0,356.3824,-0.6471,0.0412,-18.542,0.034,1,0,0,0,-0.1618,0,0,0,0.7914,0,355.3914,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6595,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6503,0,0,0,-2.06,-1.95,2.1221,17378.6797,0.5944,0,355999.9688,74.5,24,163,36,12,15,4.461,1,0,0,0.3549,13,0,0,5.8693,167.8047,0,325.0291,47953.999,10000,40.849,-80.3452,13.3486
28.2,0.1681,13,0,0,5.6907,153.6304,0,325.0299,47.885,0.3295,10000,40.84899212,-80.34523477,41.3724,11.336,0,12.4187,-3.5414,9.4438,-2.8301,-0.0148,-0.0139,-0.9941,0.9381,-0.2107,-0.6332,77.375,0,40.0195,36.7,38.8805,0,39.2557,0,0,0.0039,-0.0039,-0.1961,1.0039,-0.1,0,356.0961,-0.5824,-0.098,-18.542,0.034,1,0,0,0,-0.2853,0,0,0,0.5763,0,355.1763,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6595,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6534,0,0,0,-2.06,-1.95,2.49,17440,0.5445,0,355999.9688,74.5,24,163,36,12,15.0087,4.4825,1,0,0,0.406,13,0,0,6.1574,90.7819,0,325.0294,47831.001,10000,40.849,-80.3452,13.3523
28.25,0.2053,13,0,0,6.987,-20.9486,0,325.0284,47.735,0.3245,10000,40.84899183,-80.34523481,41.375,11.336,0,12.4531,-3.5633,9.4703,-2.8316,-0.0146,-0.0126,-0.9941,0.9307,-0.231,-0.6611,77.375,0,40.0245,36.7,38.8755,0,39.2956,0,0,0.102,-0.102,-0.098,1.102,-0.1,0,355.998,-0.1412,-0.049,-18.542,0.034,1,0,0,0,-0.0402,0,0,0,0.3226,0,355.0871,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6393,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6565,0,0,0,-2.06,-1.95,2.1186,17363.8086,0.4945,0,355999.9688,74.5,24,163,36,12,15.0573,4.3854,1,0,0,0.4893,13,0,0,7.4537,-83.797,0,325.0279,47681.001,10000,40.849,-80.3452,13.3568
28.3,0.2329,13,0,0,8.4305,-160.8859,0,325.0262,47.59,0.3205,10000,40.84899156,-80.34523484,41.375,11.336,0,12.4266,-3.5734,9.4688,-2.8082,-0.0146,-0.0137,-0.9946,0.9455,-0.2277,-0.659,77.375,0,40.0294,36.7,38.8706,0,39.3355,0,0,0.2,-0.2,0,1.2,-0.1,0,355.9,0.3,0,-18.542,0.034,1,0,0,0,0.201,0,0,0,-0.1075,0,355.571,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6151,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6596,0,0,0,-2.06,-1.95,1.7471,17287.6191,0.4446,0,355999.9688,74.5,24,163,36,12,15.0942,4.3115,1,0,0,0.4734,13,0,0,9.427,-99.0245,0,325.0226,47553.999,10000,40.849,-80.3452,13.3617
28.35,0.1737,13,0,0,11.1987,10.9514,0,325.0164,47.49,0.3255,10000,40.84899146,-80.34523484,41.375,11.336,0,12.4625,-3.5754,9.4609,-2.8293,-0.0147,-0.0148,-0.9941,0.9493,-0.2195,-0.6426,77.3854,0,40.0344,36.7,38.8656,0,39.3755,0,0,0.2,0.0451,0.1471,1.0039,0.0471,0,355.9,0.4471,0,-18.542,0.034,1,0,0,0,0.25,0,0,0,-0.2796,0,355.8656,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6317,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6627,0,0,0,-2.06,-1.95,1.952,17296.9805,0.3946,0,355999.9688,74.5,24,163,36,12,15.0462,4.4077,1,0,0,0.341,13,0,0,12.1952,72.8129,0,325.0128,47453.999,10000,40.849,-80.3452,13.3658
28.4,0.1197,13,0,0,13.3292,165.4065,0,325.0069,47.385,0.3305,10000,40.84899135,-80.34523484,41.375,11.336,0,12.4406,-3.566,9.4406,-2.8395,-0.0145,-0.0139,-0.9937,0.9659,-0.1868,-0.632,77.4115,0,40.0394,36.7,38.8606,0,39.4154,0,0,0.2,0.2902,0.2941,0.8078,0.1941,0,355.9,0.5941,0,-18.542,0.034,1,0,0,0,0.299,0,0,0,0.0968,0,355.7581,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6561,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6658,0,0,0,-2.0463,-1.95,2.2208,17315.8496,0.3447,0,355999.9688,74.5,24,163,36,12,15,4.4981,1,0,0,0.2615,13,0,0,12.0301,164.6917,0,325.0047,47331.001,10000,40.849,-80.3452,13.3689
28.45,0.1119,13,0,0,9.7207,163.4209,0,325.0009,47.235,0.3355,10000,40.84899122,-80.34523485,41.375,11.336,0,12.4422,-3.5574,9.4359,-2.8434,-0.0146,-0.0134,-0.9937,0.9678,-0.1854,-0.642,77.4375,0,40.0444,36.7,38.8556,0,39.4553,0,0,0.3412,0.5353,0.5824,0.6588,-0.3647,0,355.6647,1.0235,-0.0941,-18.542,0.034,1,0,0,0,0.4922,0,0,0,0.0032,0,355.7495,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6388,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6689,0,0,0,-2.0261,-1.95,2.1203,17327.4277,0.2947,0,355999.9688,74.5,24,163,36,12,15,4.4519,1,0,0,0.2441,13,0,0,8.4216,162.7061,0,324.9987,47181.001,10000,40.849,-80.3452,13.3714
28.5,0.1171,13,0,0,5.9405,153.7106,0,324.9933,47.09,0.34,10000,40.84899113,-80.34523487,41.375,11.336,0,12.4531,-3.5609,9.4391,-2.8301,-0.0147,-0.014,-0.9941,0.9654,-0.1931,-0.6586,77.4375,0,40.0494,36.7,38.8506,0,39.4952,0,0,0.4882,0.7804,0.8765,0.5118,-0.9529,0,355.4196,1.4647,-0.1922,-18.542,0.034,1,0,0,0,0.6882,0,0,0,-0.6419,0,355.857,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6147,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6721,0,0,0,-2.034,-1.95,1.9155,17336.9531,0.2448,0,355999.9688,74.5,24,163,36,12,15,4.4056,1,0,0,0.3601,13,0,0,4.0236,125.1867,0,324.9857,47053.999,10000,40.849,-80.3452,13.3743
28.55,0.239,13,0,0,0.6158,74.4777,0,324.9723,46.99,0.34,10000,40.84899135,-80.34523499,41.375,11.336,0,12.4516,-3.5426,9.4375,-2.8348,-0.0139,-0.0144,-0.9941,0.9508,-0.1882,-0.6541,77.4375,0,40.0544,36.7,38.8456,0,39.5351,0,0,0.2745,0.4392,0.5843,0.5,-0.549,0,355.5353,0.9137,-0.2,-18.542,0.034,1,0,0,0,0.4235,0,0,0,-0.4161,0,355.8355,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3288,0,0,0,0,0,0,0,0,0,0,0,0,35.6752,0,0,0,-2.054,-1.95,2.0777,17368.8672,0.1948,0,355999.9688,74.5,24,163,36,12,14.9569,4.3569,1,0,0,0.6328,13,0,0,-1.3011,45.9538,0,324.9647,46953.999,10000,40.849,-80.3452,13.3792
28.6,0.3459,13,0,0,-4.1245,2.2099,0,324.9526,46.89,0.341,10000,40.84899154,-80.3452351,41.375,11.336,0,12.4547,-3.5727,9.4531,-2.8379,-0.0148,-0.0145,-0.9941,0.9298,-0.2182,-0.6466,77.4531,0,40.0594,36.7,38.8406,0,39.5751,0,0,0.0294,0.0471,0.2412,0.5,-0.0588,0,355.6824,0.2765,-0.2,-18.542,0.034,1,0,0,0,0.1294,0,0,0,0.3903,0,355.728,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3035,0,0,0,0,0,0,0,0,0,0,0,0,35.6783,0,0,0,-2.06,-1.95,2.4126,17411.3203,0.1449,0,355999.9688,74.5,24,163,36,12,14.9078,4.3078,1,0,0,0.7507,13,0,0,-3.9376,-1.2394,0,324.9501,46853.999,10000,40.849,-80.3452,13.3861
28.65,0.3173,13,0,0,-3.6053,-7.3715,0,324.9455,46.79,0.351,10000,40.84899148,-80.34523516,41.375,11.336,0,12.4453,-3.5676,9.4781,-2.8391,-0.0152,-0.0136,-0.9946,0.9485,-0.2103,-0.6199,77.4792,0,40.0644,36.7,38.8356,0,39.615,0,0,-0.3882,-0.3882,-0.3608,0.3275,0.0863,0,355.6569,-0.7922,-0.1137,-18.542,0.034,1,0,0,0,0.0559,0,0,0,-0.0366,0,355.6602,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3144,0,0,0,0,0,0,0,0,0,0,0,0,35.6814,0,0,0,-2.06,-1.95,2.2187,17360.666,0.0949,0,355999.9688,74.5,24,163,36,12,14.9412,4.3,1,0,0,0.6869,13,0,0,-3.4183,-10.8207,0,324.9429,46753.999,10000,40.849,-80.3452,13.3933
28.7,0.2917,13,0,0,-3.2455,-15.5142,0,324.9386,46.69,0.361,10000,40.84899143,-80.34523521,41.375,11.336,0,12.4547,-3.552,9.4641,-2.8285,-0.0142,-0.0131,-0.9946,0.9651,-0.1691,-0.6107,77.5052,0,40.0694,36.7,38.8306,0,39.6549,0,0,-0.8294,-0.8294,-0.998,0.1314,0.1843,0,355.6078,-1.9196,-0.0157,-18.542,0.034,1,0,0,0,0.0069,0,0,0,-0.8968,0,355.6064,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3422,0,0,0,0,0,0,0,0,0,0,0,0,35.6845,0,0,0,-2.0455,-1.95,1.6091,17236.8574,0.045,0,355999.9688,74.5,24,163,36,12,14.9902,4.3,1,0,0,0.6529,13,0,0,-3.6281,-13.8062,0,324.9373,46654.4531,10000,40.849,-80.3452,13.3999
28.75,0.2921,13,0,0,-4.3217,-10.7091,0,324.9349,46.59,0.371,10000,40.84899146,-80.3452352,41.375,11.336,0,12.4516,-3.5895,9.4547,-2.748,-0.0145,-0.0139,-0.9946,0.9781,-0.1769,-0.6159,77.5312,0,40.0744,36.7,38.8256,0,39.6948,0,0,-0.3235,-0.2412,-0.6471,0.3882,0.1176,0,355.7235,-1.0706,0.0824,-18.542,0.034,1,0,0,0,0.0843,0,0,0,-0.5742,0,355.3634,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6876,0,0,0,-2.0253,-1.95,1.3885,17198.207,0.005,0,355999.9688,74.5,24,163,36,12,15,4.3381,1,0,0,0.6538,13,0,0,-4.6936,-9.0487,0,324.9336,46555.4443,10000,40.849,-80.3452,13.4065
28.8,0.2954,13,0,0,-5.4468,-6.6385,0,324.9307,46.49,0.38,10000,40.84899149,-80.3452352,41.375,11.336,0,12.4375,-3.5687,9.4578,-2.8215,-0.0153,-0.0137,-0.9946,0.9825,-0.1835,-0.6009,77.5573,0,40.0793,36.7,38.8207,0,39.7347,0,0,0.3627,0.5431,-0.1078,0.7314,0.0196,0,355.8706,0.1549,0.1804,-18.542,0.034,1,0,0,0,0.1824,0,0,0,-0.1022,0,355.114,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6908,0,0,0,-2.0459,-1.95,1.6243,17259.5273,0.055,0,355999.9688,74.5,24,163,36,12,15,4.3857,1,0,0,0.683,13,0,0,-5.979,-7.5023,0,324.9277,46456.001,10000,40.849,-80.3452,13.4131
28.85,0.3246,13,0,0,-7.012,-9.1791,0,324.922,46.39,0.38,10000,40.84899156,-80.3452353,41.375,11.336,0,12.4563,-3.55,9.4438,-2.8211,-0.015,-0.0135,-0.9941,0.9564,-0.1934,-0.5991,77.5833,0,40.0843,36.7,38.8157,0,39.7747,0,0,0.6176,0.7,0.3137,0.5255,-0.2745,0,355.7823,0.8706,0.1216,-18.542,0.034,1,0,0,0,0.4412,0,0,0,-0.2097,0,355.8129,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.6939,0,0,0,-2.0809,-1.95,1.8361,17296.793,0.105,0,355999.9688,74.5,24,163,36,12,14.966,4.4,1,0,0,0.7483,13,0,0,-7.5442,-10.0429,0,324.919,46356.001,10000,40.849,-80.3452,13.4203
28.9,0.3487,13,0,0,-8.5999,-11.5921,0,324.914,46.29,0.3795,10000,40.84899162,-80.3452354,41.375,11.336,0,12.4469,-3.5691,9.4828,-2.8262,-0.015,-0.0143,-0.9941,0.9439,-0.1873,-0.6182,77.6094,0,40.0893,36.7,38.8107,0,39.8146,0,0,0.7647,0.7,0.7059,0.1824,-0.6176,0,355.6353,1.4588,0.0235,-18.542,0.034,1,0,0,0,0.7353,0,0,0,-0.257,0,356.3312,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.697,0,0,0,-2.0788,-1.95,2.0012,17287.3594,0.155,0,355999.9688,74.5,24,163,36,12,14.9175,4.4,1,0,0,0.7635,13,0,0,-9.2091,-12.0219,0,324.9135,46256.001,10000,40.849,-80.3452,13.4279
28.95,0.327,13,0,0,-10.3915,-12.8564,0,324.9127,46.19,0.3745,10000,40.84899163,-80.34523551,41.375,11.336,0,12.4266,-3.5223,9.4703,-2.8406,-0.0149,-0.0141,-0.9946,0.9463,-0.1794,-0.645,77.625,0,40.0943,36.7,38.8057,0,39.8545,0,0,0.5765,0.4765,0.502,0.1,-0.4765,0,355.6745,1.0412,0.0373,-18.542,0.034,1,0,0,0,0.4941,0,0,0,0.0118,0,355.9011,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6272,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7002,0,0,0,-2.0636,-1.95,2.0933,17284.1914,0.205,0,355999.9688,74.5,24,163,36,12,14.9308,4.4,1,0,0,0.7151,13,0,0,-11.0006,-13.2863,0,324.9123,46156.001,10000,40.849,-80.3452,13.4353
29,0.3028,13,0,0,-12.1543,-14.1742,0,324.9122,46.09,0.37,10000,40.84899164,-80.34523562,41.375,11.336,0,12.4484,-3.5879,9.4406,-2.8547,-0.0144,-0.0133,-0.9946,0.9387,-0.1843,-0.6376,77.625,0,40.0993,36.7,38.8007,0,39.8944,0,0,0.2824,0.1824,0.1098,0.1,-0.1824,0,355.7726,0.3059,0.0863,-18.542,0.034,1,0,0,0,0.102,0,0,0,0.1516,0,355.6484,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6494,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7033,0,0,0,-2.06,-1.95,1.9267,17303.2383,0.255,0,355999.9688,74.5,24,163,36,12,14.9788,4.4,1,0,0,0.641,13,0,0,-12.6658,-14.7855,0,324.9144,46056.001,10000,40.849,-80.3452,13.4421
29.05,0.2551,13,0,0,-13.6585,-15.9724,0,324.9186,45.99,0.37,10000,40.84899165,-80.34523569,41.375,11.336,0,12.4422,-3.5805,9.4328,-2.8344,-0.0148,-0.0133,-0.9939,0.9238,-0.1749,-0.5999,77.625,0,40.1,36.7,38.8043,0,39.8785,0,0,0.1294,0.3471,0.0706,0.0647,0.3235,0,355.8,0.1353,-0.0059,-18.542,0.034,1,0,0,0,0.0363,0,0,0,-0.0097,0,355.8097,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6464,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7064,0,0,0,-2.06,-1.95,1.8,17322.2852,0.305,0,355999.9688,74.5,24,163,36,12,14.9733,4.3733,1,0,0,0.5344,13,0,0,-14.1699,-16.5837,0,324.9207,45956.001,10000,40.849,-80.3452,13.4479
29.1,0.2085,13,0,0,-15.2878,-20.9396,0,324.9244,45.89,0.361,10000,40.84899164,-80.34523576,41.375,11.336,0,12.4484,-3.5895,9.4422,-2.8453,-0.0142,-0.0135,-0.9937,0.9318,-0.1792,-0.5858,77.651,0,40.1,36.7,38.8093,0,39.8536,0,0,0.0314,0.6902,0.1686,0.0157,0.9118,0,355.8,0.1843,-0.1529,-18.542,0.034,1,0,0,0,0.0853,0,0,0,-0.171,0,355.7344,0,0,1,0,0,0,0,0,0,0,0,1,1,9.622,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7096,0,0,0,-2.06,-1.9654,1.9667,17341.334,0.355,0,355999.9688,74.5,24,163,36,12,14.9257,4.3257,1,0,0,0.4381,13,0,0,-16.2245,-32.3256,0,324.9246,45856.001,10000,40.849,-80.3452,13.4528
29.15,0.1713,13,0,0,-18.0427,-54.4279,0,324.9251,45.79,0.271,10000,40.84899146,-80.34523585,41.375,11.336,0,12.45,-3.5824,9.4328,-2.8605,-0.0135,-0.014,-0.9944,0.9654,-0.2188,-0.6122,77.6771,0,40.1,36.7,38.8143,0,39.8286,0,0,-0.1,0.3333,0.1333,0.1,0.8,0,355.8333,0.0333,-0.2,-18.542,0.034,1,0,0,0,0.0314,0,0,0,-0.3323,0,355.3581,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3351,0,0,0,0,0,0,0,0,0,0,0,0,35.7127,0,0,0,-2.06,-1.9856,2.1246,17358.3027,0.405,0,355999.9688,74.5,24,163,36,12,14.9,4.3,1,0,0,0.355,13,0,0,-18.9794,-65.8139,0,324.9254,45756.001,10000,40.849,-80.3452,13.4568
29.2,0.1398,13,0,0,-19.9827,-80.3314,0,324.9257,45.69,0.199,10000,40.84899129,-80.34523594,41.375,11.336,0,12.4375,-3.584,9.4375,-2.8652,-0.0143,-0.0146,-0.9946,0.9771,-0.2316,-0.6019,77.7031,0,40.1,36.7,38.8193,0,39.8037,0,0,-0.2471,-0.3529,0.0353,0.2471,0.3588,0,355.8824,-0.2118,-0.2,-18.542,0.034,1,0,0,0,-0.0667,0,0,0,-0.3376,0,355.2935,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3076,0,0,0,0,0,0,0,0,0,0,0,0,35.7158,0,0,0,-2.06,-1.9742,1.8558,17273.3965,0.455,0,355999.9688,74.5,24,163,36,12,14.9,4.3,1,0,0,0.3273,13,0,0,-18.1483,-65.9292,0,324.9255,45656.001,10000,40.849,-80.3452,13.4602
29.25,0.1589,13,0,0,-14.5874,-37.9719,0,324.9251,45.59,0.289,10000,40.8489913,-80.345236,41.375,11.336,0,12.4391,-3.6004,9.4484,-2.8359,-0.0149,-0.0136,-0.9941,0.9531,-0.2296,-0.6023,77.7292,0,40.1,36.7,38.8243,0,39.7787,0,0,-0.049,-0.349,0,0.3,0.0431,0,355.9314,-0.049,-0.0745,-18.542,0.034,1,0,0,0,-0.0029,0,0,0,-0.2301,0,355.4548,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3096,0,0,0,0,0,0,0,0,0,0,0,0,35.719,0,0,0,-2.06,-1.954,1.5869,17188.4902,0.505,0,355999.9688,74.5,24,163,36,12,14.9,4.3,1,0,0,0.3701,13,0,0,-12.753,-23.5696,0,324.9249,45556.001,10000,40.849,-80.3452,13.4637
29.3,0.1735,13,0,0,-10.0244,-2.883,0,324.9242,45.49,0.3655,10000,40.84899129,-80.34523605,41.375,11.336,0,12.4281,-3.5922,9.4422,-2.8559,-0.0144,-0.013,-0.9946,0.9504,-0.2204,-0.5968,77.75,0,40.1,36.7,38.8292,0,39.7538,0,0,0.3431,0.0431,0,0.3,-0.202,0,355.9804,0.3431,0.1216,-18.542,0.034,1,0,0,0,0.1441,0,0,0,-0.0065,0,355.5774,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3349,0,0,0,0,0,0,0,0,0,0,0,0,35.7221,0,0,0,-2.06,-1.95,1.56,17192.8574,0.555,0,355999.9688,74.5,24,163,36,12,14.9,4.3,1,0,0,0.3676,13,0,0,-11.02,-13.2009,0,324.923,45456.001,10000,40.849,-80.3452,13.4674
29.35,0.1466,13,0,0,-12.9524,-33.2298,0,324.9207,45.39,0.3205,10000,40.8489912,-80.34523612,41.375,11.336,0,12.425,-3.5961,9.4172,-2.8512,-0.0149,-0.0134,-0.9946,0.9676,-0.2099,-0.6006,77.75,0,40.1,36.7,38.8342,0,39.7288,0,0,0.4706,0.2882,0.1471,0.2412,-0.3,0,355.8824,0.6471,0.1412,-18.542,0.034,1,0,0,0,0.2912,0,0,0,0.2624,0,355.685,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7252,0,0,0,-2.06,-1.95,1.56,17207.1426,0.605,0,355999.9688,74.5,24,163,36,12,14.9152,4.3152,1,0,0,0.3077,13,0,0,-13.948,-43.5477,0,324.9196,45356.001,10000,40.849,-80.3452,13.4708
29.4,0.1221,13,0,0,-15.5401,-62.1356,0,324.9162,45.29,0.275,10000,40.84899111,-80.34523619,41.375,11.336,0,12.4234,-3.6293,9.4594,-2.8371,-0.0147,-0.0138,-0.9946,0.9455,-0.1925,-0.5964,77.75,0,40.1,36.7,38.8392,0,39.7039,0,0,0.4216,0.4353,0.3922,0.1431,-0.3,0,355.6863,0.8922,0.0431,-18.542,0.034,1,0,0,0,0.4382,0,0,0,-0.1161,0,355.8387,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7284,0,0,0,-2.0438,-1.95,1.6438,17187.1426,0.655,0,355999.9688,74.5,24,163,36,12,14.9629,4.3629,1,0,0,0.2699,13,0,0,-15.3784,-67.5541,0,324.9114,45256.001,10000,40.849,-80.3452,13.4737
29.45,0.1179,13,0,0,-15.0645,-78.0723,0,324.902,45.19,0.225,10000,40.84899104,-80.34523624,41.3646,11.336,0,12.4453,-3.5812,9.4453,-2.8563,-0.0145,-0.0137,-0.9946,0.9183,-0.1858,-0.5881,77.75,0,40.1,36.7,38.8442,0,39.6789,0,0,0.3451,0.3627,0.4176,0.1549,-0.3549,0,355.6549,0.8627,0,-18.542,0.034,1,0,0,0,0.4147,0,0,0,-0.6,0,356,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7315,0,0,0,-2.0236,-1.95,1.7486,17158.5723,0.705,0,355999.9688,74.5,24,163,36,12,15,4.3893,1,0,0,0.2604,13,0,0,-14.9028,-83.4908,0,324.8972,45156.001,10000,40.849,-80.3452,13.4763
29.5,0.1219,13,0,0,-14.2866,-87.6693,0,324.8892,45.09,0.1895,10000,40.84899099,-80.34523628,41.3516,11.336,0,12.4328,-3.5988,9.4469,-2.8516,-0.0154,-0.0138,-0.9946,0.9354,-0.1916,-0.5951,77.75,0,40.1,36.7,38.8492,0,39.654,0,0,0.2471,0.1176,0.2706,0.2529,-0.4529,0,355.753,0.6176,0,-18.542,0.034,1,0,0,0,0.2676,0,0,0,0.0989,0,356,0,0,1,0,0,0,0,0,0,0,0,1,1,9.6113,4.3506,0,0,0,0,0,0,0,0,0,0,0,0,35.7346,0,0,0,-2.0364,-1.95,1.6842,17159.9062,0.755,0,355999.9688,74.5,24,163,36,12,15,4.3408,1,0,0,0.332,13,0,0,-13.0968,-71.5326,0,324.8889,45056.001,10000,40.849,-80.3452,13.4792
29.55,0.2,13,0,0,-10.7873,-40.2083,0,324.8883,44.99,0.2845,10000,40.84899112,-80.34523626,41.3438,11.336,0,12.4219,-3.5887,9.425,-2.8516,-0.0144,-0.0134,-0.9941,0.9768,-0.2259,-0.6193,77.7604,0,40.1,36.7,38.8542,0,39.629,0,0,-0.0294,-0.1784,-0.0039,0.4784,-0.398,0,355.9529,0.0412,-0.0255,-18.542,0.034,1,0,0,0,-0.0118,0,0,0,0.6925,0,355.985,0,0,1,0,0,0,0,0,0,0,0,1,1,9.621,4.3394,0,0,0,0,0,0,0,0,0,0,0,0,35.7378,0,0,0,-2.0564,-1.95,1.5475,17174.0566,0.805,0,355999.9688,74.5,24,163,36,12,14.9846,4.3077,1,0,0,0.5068,13,0,0,-9.5975,-24.0716,0,324.888,44956.001,10000,40.849,-80.3452,13.4834
